kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Kediri,Kec. Ngadiluwih,SLB NURUL IKHSAN,19,10,0,0,0,0,0,1,2,0,0,10,2,3,6,4,10,2,5,4,2,3,4,1,3,4,1,1,4,3,1,7,4,3,4,5,4,0,0,0,12,10,5,90,51,39,6,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Ngancar,SLB PGRI NGANCAR,11,5,1,0,0,0,0,1,0,0,1,5,4,2,2,2,1,1,6,2,1,0,1,0,4,0,4,4,8,2,1,2,1,2,1,4,0,0,0,0,10,6,6,49,30,19,6,6,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Ngasem,SLB NGASEM,18,2,1,1,0,0,0,2,2,0,1,5,1,1,2,3,1,2,2,3,3,1,4,4,0,0,4,3,5,3,5,3,6,2,5,6,4,1,0,0,7,6,2,72,41,31,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Pagu,SLB BHAKTI PEMUDA PAGU KEDIRI,11,4,2,0,0,0,1,0,0,0,2,5,0,1,0,0,0,1,1,0,3,1,2,0,0,1,1,1,4,2,0,2,3,1,3,1,1,2,0,0,5,7,1,30,18,12,12,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,0,0,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Papar,SLB BHAKTI PEMUDA PAPAR,21,7,0,1,1,0,0,0,2,0,0,10,0,1,2,2,1,2,3,3,6,2,6,0,4,0,7,1,6,6,1,1,2,0,4,12,1,8,0,0,21,10,1,80,43,37,6,6,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Pare,SLB-B DHARMA WANITA PARE,14,5,0,0,1,0,0,0,0,0,0,5,2,0,0,0,1,0,0,2,0,2,1,0,0,4,3,3,2,1,1,0,1,1,0,1,1,2,0,0,1,5,2,26,10,16,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Pare,SLB-C DHARMA WANITA PARE,14,7,0,0,0,0,0,1,0,0,2,7,2,0,2,1,3,2,4,3,1,3,3,0,0,2,7,1,4,1,2,3,4,1,6,1,4,2,0,0,4,9,2,60,40,20,8,8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Plemahan,SLB MUTIARA HATI KEDIRI,8,7,0,0,0,0,0,0,0,0,1,3,0,2,5,2,3,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,4,2,46,34,12,4,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Plemahan,SLB MUTIARA KASIH,19,3,0,1,0,0,0,0,1,0,0,6,1,2,0,0,1,0,1,1,1,0,2,0,0,1,4,0,1,1,1,1,1,3,2,2,5,0,0,0,2,6,3,28,19,9,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Plosoklaten,SLB PGRI PLOSOKLATEN,11,4,1,0,0,0,0,0,0,0,2,3,0,0,1,1,2,2,1,0,0,1,2,3,2,1,1,1,3,0,0,0,4,4,3,3,7,4,0,0,6,5,0,46,26,20,6,6,2,2,0,0,0,0,1,1,1,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Puncu,SLB PGRI PUNCU,16,5,0,0,0,0,0,1,1,0,2,5,0,1,2,0,0,0,0,1,2,1,1,0,3,0,2,4,3,1,2,1,1,5,4,2,3,0,0,0,6,7,1,38,23,15,5,5,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Purwoasri,SLB PGRI PURWOASRI,12,4,0,0,0,0,0,1,1,0,2,3,2,2,0,1,1,0,1,2,2,1,2,1,0,3,3,1,2,1,4,3,2,1,4,4,3,4,0,0,2,5,4,46,24,22,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Ringinrejo,SLB PGRI RINGINREJO,12,3,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,2,1,1,0,0,1,2,2,1,1,2,0,1,0,0,1,2,0,2,0,0,0,6,3,2,24,16,8,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Kediri,Kec. Wates,SLB Budi Mulya Wates,24,8,0,0,1,0,1,2,0,0,1,10,3,0,3,0,11,6,8,5,4,0,2,0,2,3,3,5,7,5,6,2,3,3,6,2,3,2,0,0,10,11,3,91,58,33,13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Babat,SLB EMPAT LIMA BABAT,12,5,0,0,0,0,0,0,1,0,2,5,0,2,0,1,3,0,2,2,4,5,3,0,4,0,3,1,2,1,2,1,2,2,0,2,2,3,0,0,7,7,2,45,27,18,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Brondong,SLB AR ROCHMAH,8,5,2,2,0,0,2,1,3,0,0,3,0,1,1,2,1,1,3,2,6,3,5,2,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,12,3,1,37,21,16,6,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Kedungpring,SDLB PUTRA MANDIRI,9,3,1,1,0,0,0,1,1,1,2,2,0,1,2,2,1,1,1,1,5,1,0,1,1,0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,4,4,1,26,18,8,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Lamongan,SLB MUHAMMADIYAH LAMONGAN,11,7,0,0,0,0,0,0,0,0,0,6,0,1,2,1,1,3,1,2,1,0,1,0,3,0,2,3,4,2,7,1,4,3,0,0,3,0,0,0,5,6,1,44,29,15,11,11,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Lamongan,SLB NEGERI LAMONGAN,12,12,0,0,0,0,0,0,0,0,6,15,1,1,6,2,11,7,5,5,5,1,4,4,7,3,9,2,3,3,10,6,1,4,8,3,7,4,0,0,17,21,2,120,76,44,12,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Paciran,SLB MAHARANI KAB.LAMONGAN,12,4,0,0,0,0,0,1,1,0,1,4,0,1,1,0,0,1,1,3,3,1,2,0,3,2,3,1,2,5,2,2,1,0,2,3,5,3,0,0,4,5,1,46,25,21,14,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Pucuk,SLB BINA HARAPAN,11,7,0,1,0,0,0,0,1,0,3,7,0,1,2,2,0,2,0,0,4,1,3,1,1,2,2,1,1,5,3,1,2,3,4,1,2,5,0,0,6,10,1,48,24,24,12,12,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Solokuro,SLB SPECIAL NEEDS AL JANNAH SOLOKURO,9,0,0,0,0,0,0,0,1,0,1,3,0,1,1,1,2,0,0,0,0,0,0,1,1,2,1,0,0,2,2,0,0,0,1,2,3,2,0,0,3,4,1,21,11,10,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Lamongan,Kec. Tikung,SLB MAARIF NU LAMONGAN,13,4,0,0,0,0,0,0,0,0,1,2,0,2,1,0,4,1,6,0,2,1,3,5,2,2,3,4,2,2,1,3,2,4,2,0,1,0,0,0,5,3,2,52,29,23,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Kunir,SLB SAMALA NERUGRASA 1 KUNIR,25,4,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,2,2,2,3,1,4,2,3,3,3,0,2,0,3,1,0,4,1,1,5,2,0,0,12,4,1,49,29,20,4,4,0,0,0,0,0,0,1,1,2,2,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Lumajang,SLB BHAKTI WANITA LUMAJANG,15,6,2,0,1,0,0,0,2,0,1,6,1,0,5,9,6,3,6,2,3,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,9,2,0,0,10,7,1,59,39,20,9,9,0,1,0,0,0,0,0,0,0,1,1,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Lumajang,SLB NEGERI TOMPOKERSAN LUMAJANG,26,26,26,26,14,0,19,26,4,2,7,22,2,2,0,1,7,4,6,5,5,4,6,1,8,6,12,8,10,2,4,6,11,8,6,4,6,1,0,0,3,29,4,131,81,50,17,17,1,1,0,1,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Lumajang,SLB SAMALA NERUGRASA LUMAJANG,32,2,0,2,0,0,0,0,1,0,1,6,1,0,2,0,0,1,3,2,1,0,3,1,2,1,4,2,3,4,3,2,2,1,5,0,3,0,0,0,2,7,1,45,31,14,34,38,3,3,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Pasirian,SLB KRISTEN PELANGI KASIH,14,13,11,11,3,0,10,11,1,3,5,15,0,2,4,3,9,4,6,2,6,6,4,2,5,4,5,3,6,3,2,4,3,1,4,3,2,1,0,0,4,20,2,94,58,36,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Tekung,SLB HARAPAN PUTRA BANGSA,12,8,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,1,2,0,0,1,1,0,5,5,2,1,2,5,2,5,1,3,3,1,1,0,0,0,8,7,0,47,23,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Tekung,SLB SAMALA NERUGRASA TUKUM,10,8,0,0,0,0,0,0,1,0,3,7,0,0,0,0,3,1,1,0,3,1,2,0,0,0,0,3,2,0,1,0,2,0,1,2,2,1,0,0,5,10,0,25,17,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Lumajang,Kec. Yosowilangun,SLB SAMALA NERUGRASA YOSOWILANGUN,12,3,1,0,0,0,0,0,1,0,1,4,1,0,1,0,1,2,3,1,2,0,1,1,2,3,5,4,2,3,3,0,2,1,2,2,1,1,0,0,12,5,1,43,25,18,5,5,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Dagangan,SLB NEGERI BANJARSARI WETAN KABUPATEN MADIUN,16,16,0,0,0,0,0,1,1,0,6,12,2,2,2,3,3,0,5,1,5,2,6,4,6,1,10,9,5,0,3,4,7,3,5,3,3,0,0,0,28,18,4,90,60,30,15,16,1,1,2,1,0,0,1,1,1,1,1,1,1,1,10,10,1,1,0,0,0,0,2,2,1,1,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Dolopo,SLB PUTRA IDHATA,12,6,0,0,0,0,1,0,1,0,3,5,0,1,3,1,1,0,3,0,3,3,7,1,2,3,3,7,1,5,3,4,5,2,5,3,3,5,0,0,5,8,1,73,39,34,5,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,1,1,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Geger,SLB B-C PUTERA BANGSA,12,6,1,0,0,0,0,0,0,0,1,6,0,0,3,2,1,1,3,2,2,2,3,1,0,0,2,2,4,0,0,2,2,1,1,0,1,1,0,0,1,7,0,39,25,14,3,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Jiwan,SLB DHARMA WANITA JIWAN,19,9,0,0,1,0,0,0,0,0,5,7,1,1,2,1,3,0,3,1,2,2,1,0,2,0,4,1,1,1,2,1,6,0,3,3,2,3,0,0,5,12,2,44,31,13,11,11,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Jiwan,SLB NEGERI METESIH KABUPATEN MADIUN,12,8,0,0,0,0,0,1,1,0,1,9,3,1,3,2,1,5,0,1,1,0,2,0,3,0,3,0,1,0,0,2,2,1,1,3,1,0,0,0,12,10,4,32,18,14,9,9,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,1,1,1,1,1,1,0,0,14,15,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Kebonsari,SLB DHARMA WANITA KEBONSARI,12,5,0,0,0,0,0,0,0,0,0,5,2,0,5,1,1,1,7,2,2,1,0,2,1,1,1,6,1,2,3,0,2,2,1,1,5,0,0,0,4,5,2,48,29,19,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Madiun,SLB BETHEL,16,8,1,0,0,0,0,1,0,0,2,7,1,0,1,0,2,1,3,0,3,1,0,0,2,1,5,0,1,1,3,0,1,2,2,1,0,0,0,0,9,9,1,30,23,7,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Mejayan,SLB AL HIDAYAH,14,13,0,0,1,0,0,0,1,0,3,12,1,0,3,9,6,3,7,0,3,1,3,0,3,0,3,0,8,10,3,1,6,5,3,3,4,1,0,0,14,15,1,85,52,33,10,10,0,0,1,1,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,9,9,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Mejayan,SLB PANCARAN KASIH,14,9,1,1,1,0,0,0,0,0,0,10,2,0,4,0,1,0,3,1,9,4,4,3,0,4,0,0,6,5,3,0,0,0,3,0,1,2,0,0,8,10,2,53,34,19,10,10,1,1,1,1,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Wonoasri,SLB PANCA BHAKTI,13,8,0,0,0,0,0,0,0,0,2,6,2,1,0,1,2,0,1,0,3,0,2,2,1,0,2,0,3,1,1,3,0,0,0,2,3,1,0,0,2,8,3,31,21,10,4,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,
Kab. Madiun,Kec. Wungu,SLB NEGERI KARANGREJO KABUPATEN MADIUN,22,11,0,1,1,0,0,0,1,0,4,11,3,2,2,1,1,2,4,2,3,3,3,1,3,0,6,2,3,4,3,4,0,6,3,3,4,5,0,0,11,15,5,70,36,34,7,7,1,1,0,1,0,0,1,1,1,1,1,1,1,1,8,8,2,2,0,0,0,0,1,1,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Karangrejo,SLB NEGERI KARANGREJO MAGETAN,24,15,0,0,0,0,1,1,2,0,5,17,3,0,8,1,1,3,7,3,4,4,2,1,1,7,4,1,1,5,6,5,3,1,4,2,0,0,0,0,10,22,3,74,41,33,11,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Kawedanan,SLB PGRI KAWEDANAN,12,5,0,0,0,0,0,0,0,0,2,3,1,0,5,0,3,0,5,2,0,1,1,1,1,6,2,6,6,3,1,2,6,1,1,2,9,6,0,0,12,5,1,70,40,30,4,4,1,1,0,0,0,0,1,1,1,1,1,1,0,0,5,5,2,2,0,0,0,0,1,1,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Lembeyan,SLB PSM LEMBEYAN,11,7,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,1,1,3,2,0,2,1,1,2,1,3,0,1,1,2,0,0,1,0,0,0,0,9,6,1,26,16,10,6,6,1,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Magetan,SLB PANCA BHAKTI,20,15,1,0,0,0,0,0,1,0,3,14,2,1,9,5,6,7,7,3,7,5,6,3,6,4,8,7,10,4,5,6,4,3,7,6,5,5,0,0,26,17,3,138,80,58,23,23,1,1,0,0,1,1,2,2,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Maospati,SLB Paedagogia Maospati,12,10,0,0,0,0,0,1,0,0,3,5,0,1,2,0,0,0,4,1,1,0,0,0,1,4,2,2,1,1,3,1,3,1,2,4,0,0,0,0,10,8,1,35,21,14,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Panekan,SLB INSAN ISTIMEWA,13,3,0,2,0,0,0,0,1,0,1,4,0,1,1,2,2,1,5,0,4,2,5,0,1,0,0,1,3,0,1,1,4,3,2,1,0,0,0,0,8,5,1,41,29,12,5,5,1,1,0,0,0,0,0,0,2,2,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Parang,SLB IDHATI,13,7,1,0,0,0,0,1,1,0,2,6,1,0,2,2,0,2,4,1,2,0,2,0,0,1,4,1,4,0,0,3,2,3,1,1,2,2,0,0,10,8,1,42,26,16,8,8,0,0,0,0,1,1,1,1,1,1,1,1,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
Kab. Magetan,Kec. Takeran,SLB PSM TAKERAN MAGETAN,20,1,5,5,0,0,5,1,1,0,2,6,0,1,1,0,3,1,3,0,2,0,0,3,1,2,4,2,4,0,2,4,7,5,3,3,6,2,0,0,6,8,1,61,37,24,8,8,2,2,0,0,0,0,1,1,1,1,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Donomulyo,SLB PELITA QOLBU,11,4,0,0,0,0,0,0,2,0,0,3,2,1,1,0,4,1,3,0,4,0,1,0,3,2,1,1,3,0,7,0,1,0,0,0,1,1,0,0,12,3,3,34,29,5,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Jabung,SLB AL FIRMA`UNAH,12,1,0,0,0,0,0,0,3,0,1,1,2,4,2,2,4,2,5,1,2,2,3,2,0,1,3,3,2,1,1,1,0,0,1,0,2,0,0,0,11,2,6,43,26,17,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Karangploso,SLB WIDYA SHANTIKA,18,7,0,0,0,0,0,0,0,0,0,7,1,0,4,0,3,1,6,2,2,2,4,1,4,1,6,1,2,1,3,1,3,3,4,1,2,1,0,0,2,7,1,58,43,15,7,7,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0,7,8,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Kepanjen,SLB BC KEPANJEN,24,10,3,3,3,0,3,3,3,3,1,10,2,2,2,0,2,2,5,3,6,3,2,2,1,5,3,2,3,4,9,6,8,7,2,3,6,3,0,0,8,11,4,89,49,40,8,8,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Lawang,SLBN PEMBINA TINGKAT NASIONAL BAGIAN C MALANG,54,39,0,0,19,0,0,8,25,0,13,28,15,0,12,4,11,8,13,6,15,7,9,3,6,4,6,9,13,11,13,5,13,7,9,7,12,8,0,0,24,41,15,211,132,79,31,31,1,1,2,2,9,9,1,1,1,1,2,2,1,1,5,5,4,4,0,0,1,1,1,1,1,1,0,0,32,32,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Pakis,SDLB IDAYU,7,4,0,0,0,0,0,0,0,0,0,3,0,0,13,1,1,1,2,0,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,28,20,8,4,4,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Pakis,SMPLB IDAYU 2,3,3,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,3,4,0,0,0,0,0,0,0,0,4,3,1,16,10,6,3,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Pakisaji,SLB-BC DHARMA WANITA 01,12,9,0,1,0,0,0,0,0,0,0,9,0,0,4,2,5,0,3,2,4,1,1,2,3,2,6,3,2,0,5,4,5,3,4,1,2,1,0,0,7,9,0,65,44,21,8,8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Pujon,SLB TAMIMA MUMTAZ,14,8,0,0,0,0,0,0,0,0,2,5,1,1,1,0,2,1,4,2,2,1,3,6,1,2,5,5,6,1,0,0,0,2,0,0,0,0,0,0,5,7,2,44,24,20,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Sumberpucung,SLB BC PGRI SUMBERPUCUNG,11,4,1,1,1,0,2,4,4,1,2,3,0,1,1,0,1,3,2,3,1,1,0,0,0,1,3,1,7,3,5,5,5,1,6,1,1,1,0,0,2,5,1,52,32,20,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Malang,Kec. Sumberpucung,SLB BC PUTRA HARAPAN,12,5,0,0,0,0,0,0,0,0,0,5,1,0,3,1,3,0,2,1,5,2,1,1,3,3,4,2,3,2,6,3,5,3,2,2,1,2,0,0,4,5,1,60,38,22,7,7,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,
